ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,version,cipher,curve,server_name,resumed,last_alert,next_protocol,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,validation_status
1762166872.495550,CQWyng2yd2SOiYOgfk,192.168.7.101,64682,185.199.111.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,avatars.githubusercontent.com,F,-,-,T,CsiI,-,-,-,-
1762166873.290082,C2j3Sr4JmB7SBDelc,192.168.7.101,60488,185.199.109.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,raw.githubusercontent.com,F,-,-,T,CsiI,-,-,-,-
1762166873.708625,CNj6wg2dm3QfrhxMrl,192.168.7.101,52857,140.82.113.25,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,alive.github.com,F,-,-,T,CsiI,-,-,-,-
1762166874.598953,CRMHz71xBm0coyh2R5,192.168.7.101,49832,185.199.108.154,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,github.githubassets.com,F,-,-,T,CsiI,-,-,-,-
1762166869.419362,CcB1lT2Is2r1xtOwj6,192.168.7.101,62168,20.143.38.0,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,storage.live.com,F,-,-,T,CsxuknGIi,"9262b6ab1eba216d27a845e71e8022412abec6f0ffd01b777bfb75ae6d5afaab,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T,ok
1762166876.266623,CMu1kQ1luq8kEPWri,192.168.7.101,53663,20.190.160.130,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,login.live.com,F,-,-,T,CsxuknGIi,"ffed0cab2b984110c0be73e3033e5b592d34096241ad5ed0ac0a0cf87048ecef,c1ad7778796d20bca65c889a2655021156528bb62ff5fa43e1b8e5a83e3d2eaa",(empty),T,ok
1762166872.008440,CG2m4P3WXdeplzjGM9,192.168.7.101,60174,185.199.108.154,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,github.githubassets.com,F,-,-,F,Csi,-,-,-,-
1762166872.495796,CA5bwxih702HAibh7,192.168.7.101,57118,185.199.111.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,avatars.githubusercontent.com,F,-,-,F,Csi,-,-,-,-
1762166873.290082,C99oqe3cfRczafsWo8,192.168.7.101,55272,185.199.109.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,raw.githubusercontent.com,F,-,-,F,Csi,-,-,-,-
1762166873.291167,CxTJwklfjUEnI2Wpk,192.168.7.101,50224,185.199.109.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,raw.githubusercontent.com,F,-,-,F,Csi,-,-,-,-
1762166873.291167,CWLA951Ck7RVLOXHH8,192.168.7.101,65430,185.199.109.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,raw.githubusercontent.com,F,-,-,F,Csi,-,-,-,-
1762166873.291961,C8XRtX2aOb6pQUfqV3,192.168.7.101,54849,185.199.109.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,raw.githubusercontent.com,F,-,-,F,Csi,-,-,-,-
1762166873.292677,CcZnti4IszoDplPePf,192.168.7.101,51922,185.199.109.133,443,-,-,-,raw.githubusercontent.com,F,-,-,F,C,-,-,-,-
1762166884.092401,CTC6Vi2JY0HwScMUOb,192.168.7.101,52625,140.82.121.9,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,codeload.github.com,F,-,-,T,CsiI,-,-,-,-
1762166868.094864,CQFVUf2tv7RXGnQZyb,192.168.7.101,54463,184.51.252.49,443,-,-,-,th.bing.com,F,-,-,F,C,-,-,-,-
1762166895.602367,CQIDzQk17YPMEFPri,192.168.7.205,44108,34.107.243.93,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,push.services.mozilla.com,T,-,-,T,CsiI,-,-,-,-
1762166895.672773,C0gkBI2xchdl4sbU14,192.168.7.205,44118,34.107.243.93,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,push.services.mozilla.com,T,-,-,T,CsiI,-,-,-,-
1762166896.948866,CCtszy3bg52soKyIuk,192.168.7.205,50378,151.101.1.91,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,firefox.settings.services.mozilla.com,F,-,h2,T,CsxknGIti,"497244582e72c18b40c10258d30229e65cdb155f4aae4a0a2e77469788745f4c,131fce7784016899a5a00203a9efc80f18ebbd75580717edc1553580930836ec",(empty),T,ok
1762166899.288845,CXJWHi21GwUmg6hKMc,192.168.7.101,63376,74.125.205.95,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,waa-pa.clients6.google.com,T,-,-,T,CsiI,-,-,-,-
1762166900.382042,CJN2Np4rrjPlU8Z4K1,192.168.7.101,63377,4.208.165.248,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,wdcp.microsoft.com,F,-,http/1.1,T,CsxknGIi,"d10e9be6ec90ff104e929155c950b862ba6a52acb15af0a6f1266762a683c4b4,83688f2aef71386e0936c4b3013b07e8e0c796d8427716dd48b2a63d79509129",(empty),T,unable to get local issuer certificate
1762166619.272079,CxgcV01WbpY8GDNyfg,192.168.7.101,52455,3.164.68.103,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cas-bridge.xethub.hf.co,F,-,-,F,Csi,-,-,-,-
1762166855.625087,CJzwwp3QJ95gkT2ew2,192.168.7.101,60422,34.223.120.220,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,m.stripe.com,F,-,h2,F,Cs,-,-,-,-
1762166920.458954,C6UCLb3NIiM34Q1kEi,192.168.7.101,51913,20.190.160.130,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,login.live.com,F,-,-,T,CsxuknGIi,"ffed0cab2b984110c0be73e3033e5b592d34096241ad5ed0ac0a0cf87048ecef,c1ad7778796d20bca65c889a2655021156528bb62ff5fa43e1b8e5a83e3d2eaa",(empty),T,ok
1762166921.665938,CcFv5S0CRphMjrrck,192.168.7.101,51914,23.73.2.134,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp256r1,catalog.gamepass.com,F,-,h2,T,CsxuknGIti,"4501e8644d431476ce44a70e702647a2fb4d374c5ff9fa374e38de955bb6563b,be23414a42e74886e7c72a861ba2ddda0175ed829223d894c5d272651fc0c189",(empty),T,ok
1762166929.492306,CucFT02TpCXmI75Jnc,192.168.7.101,61061,64.233.161.95,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.googleapis.com,F,-,-,T,CsiI,-,-,-,-
1762166929.826348,Cn7teC1HoFyxmZO6G7,192.168.7.101,64955,173.194.222.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,F,-,-,T,CsiI,-,-,-,-
1762166930.185114,CdlSXo1QD0KSDA0rJc,192.168.7.101,63661,104.21.19.125,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,assets.sample.cat,F,-,-,T,CsiI,-,-,-,-
1762166868.105579,CYRNvC3yMzSGIQliUd,192.168.7.101,56915,184.51.252.49,443,-,-,-,th.bing.com,F,-,-,F,C,-,-,-,-
1762166929.507750,C19ycU2fgldIPqXE3,192.168.7.101,64335,64.233.161.95,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.googleapis.com,F,-,-,F,Csi,-,-,-,-
1762166930.187610,CcX09b2onvTCK1Q526,192.168.7.101,49708,104.21.19.125,443,-,-,-,assets.sample.cat,F,-,-,F,C,-,-,-,-
1762166930.210767,CkjlpTg45MpFueGPa,192.168.7.101,52898,104.21.19.125,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,assets.sample.cat,F,-,-,F,Csi,-,-,-,-
1762166930.215817,CILtHE3AbbiOsWPA46,192.168.7.101,61595,104.21.19.125,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,assets.sample.cat,F,-,-,F,Csi,-,-,-,-
1762166930.186676,Cpsl5y3LkoYdOZi2V1,192.168.7.101,55360,104.21.19.125,443,-,-,-,assets.sample.cat,F,-,-,F,C,-,-,-,-
1762166945.926336,CVZaKO2acMWPzSEype,192.168.7.101,51429,173.194.222.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,F,-,-,T,CsiI,-,-,-,-
1762166963.281999,CUvwXG1GmsqtP2AjL3,192.168.7.101,58819,64.233.162.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,ssl.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762166967.678846,CzTs3L1ues8dJdebae,192.168.7.101,53270,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,F,-,-,T,CsiI,-,-,-,-
1762166967.679363,CRw8h44vFInuUMGgc2,192.168.7.101,49414,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,F,-,-,T,CsiI,-,-,-,-
1762166967.910734,C7yR4K3wrJuTHddHq1,192.168.7.101,55786,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,T,-,-,T,CsiI,-,-,-,-
1762166967.912620,CDdYot3lfm6PYWkz3l,192.168.7.101,49863,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,F,-,-,T,CsiI,-,-,-,-
1762166967.913084,CCe4Wiu3R43QboMH2,192.168.7.101,50420,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,F,-,-,T,CsiI,-,-,-,-
1762166967.912118,COX9oC1OKFWlZjje69,192.168.7.101,60349,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,T,-,-,T,CsiI,-,-,-,-
1762166967.877962,Cc1ZUj4YsZ2VFLU4Ff,192.168.7.101,53674,104.17.24.14,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdnjs.cloudflare.com,F,-,-,T,CsiI,-,-,-,-
1762166968.981024,CAfmNXleaOnkEc4Yi,192.168.7.101,51500,188.227.84.172,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,samplelib.com,F,-,-,T,CsiI,-,-,-,-
1762166969.568179,CfKF634Wq6H5fuAYVg,192.168.7.101,63090,194.124.205.65,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,s.deepl.com,F,-,-,T,CsiI,-,-,-,-
1762166968.252906,CoC7dE3a9n8730kOff,192.168.7.101,53660,104.17.24.14,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdnjs.cloudflare.com,F,-,-,F,Csi,-,-,-,-
1762166974.789608,CquQF62ArAD1uPWnU5,192.168.7.101,61085,93.125.99.98,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,template-builder.net,F,-,-,T,CsiI,-,-,-,-
1762166975.355771,Cscuer2hlgyGrFWp5b,192.168.7.101,54861,142.251.1.95,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.googleapis.com,F,-,-,T,CsiI,-,-,-,-
1762166975.441913,CZnyQsRpxQOy3z5L7,192.168.7.101,51665,173.194.222.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,F,-,-,T,CsiI,-,-,-,-
1762166975.462049,Cq73df4GJHVDqR71I4,192.168.7.101,56853,87.240.132.78,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,vk.com,F,-,-,T,CsiI,-,-,-,-
1762166969.869823,CYUvTtXm3roOYSAig,192.168.7.101,57255,194.124.205.65,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,s.deepl.com,F,-,-,F,Csi,-,-,-,-
1762166974.792493,C53UQS37uPu7IIMeWc,192.168.7.101,62649,93.125.99.98,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,template-builder.net,F,-,-,F,Csi,-,-,-,-
1762166592.818605,CCZWNa2pDRmq4yyGYd,192.168.7.101,59821,54.230.228.18,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-avatars.huggingface.co,F,-,-,F,Csi,-,-,-,-
1762166738.286228,CbloRR1X4045D1g63,192.168.7.101,55380,108.156.22.49,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,router.huggingface.co,F,-,-,F,Csi,-,-,-,-
1762166986.913229,CSvHUd2HqdDnVIWfta,192.168.7.101,56855,52.123.129.14,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,ecs.office.com,F,-,-,T,CsxuknGIti,"dca88d580b67dacc95e6c8e297e42a1c38d2642e53d31fe830bc99778c08b5f6,9d1bc5d2dd75bf8b64f35e7f919e2546c225be888c1a8cbe82c0e9579234a7ed",(empty),T,ok
1762166987.740958,CCfoAC3NiTCyFCC3l9,192.168.7.101,56857,52.110.6.165,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,recent.svc.cloud.microsoft,F,-,-,T,CsxuknGIti,"c2fca98f723365fc59004e3a3625904e4c82d861e3c37b3d944d0acb1cd1490f,511c1c41cb7eb2a10078c32c82f17925ba786de46c633921d038e7409e15a5ea",(empty),T,ok
1762166987.712620,C2cRzo2wes0C7xLdR5,192.168.7.101,56858,52.109.89.119,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,odc.officeapps.live.com,F,-,-,T,CsxuknGIi,"76193a3d3f34459fe32b30d131da1ce80a2da2a6941854e20b09368079168c5c,9d1bc5d2dd75bf8b64f35e7f919e2546c225be888c1a8cbe82c0e9579234a7ed",(empty),T,ok
1762166986.902327,C5KVM83ND9aFXopGY5,192.168.7.101,56854,52.109.76.243,443,-,-,-,roaming.svc.cloud.microsoft,F,-,-,F,C,-,-,-,-
1762166564.821724,CY0WKH2UZUxChngvJe,192.168.7.101,59847,65.9.86.59,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,de5282c3ca0c.edge.sdk.awswaf.com,F,-,-,F,Csi,-,-,-,-
1762166859.776332,COeSfQ3dZ6vJwK1Eif,192.168.7.101,55583,20.42.65.90,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,browser.events.data.msn.com,F,-,-,F,CjiICs,-,-,-,-
1762166999.032308,C1hzuPyB73kv4BF97,192.168.7.101,56861,52.111.243.29,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,nexusrules.officeapps.live.com,F,-,-,T,CsxuknGIi,"7ad92e9794322ad9663652bcb42bca3d7e86c3239e54abc362f3e00dde65b274,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T,ok
1762167000.232858,CYQKNQShVaxFqDRpl,192.168.7.101,56862,95.101.78.9,443,TLSv12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,secp256r1,uci.cdn.office.net,F,-,-,T,CsxuknGIti,"b534212a89b694243557d553ea94481dbcd129cb8774f9f1a6a04dee8198a690,bbd27139c5302c63d903f570f173ad4dc06c974b9ebe292c90ffccab5d6fa54e",(empty),T,ok
1762166856.851740,Ca4tHo2SkPO1sXjVVd,192.168.7.101,57982,48.209.192.93,443,-,-,-,nleditor.osi.office.net,F,-,-,F,C,-,-,-,-
1762166996.087344,CxHo8Z1FqUvOeOjfC5,192.168.7.101,56860,20.42.73.27,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,self.events.data.microsoft.com,F,-,-,F,Csi,-,-,-,-
1762167000.758169,CCBY0w18ZL4vm1cHz6,192.168.7.101,56863,20.42.73.27,443,-,-,-,self.events.data.microsoft.com,F,-,-,F,C,-,-,-,-
1762166989.195172,ClfDNf2E8b2bVHFxN1,192.168.7.101,56859,40.104.62.242,443,-,-,-,outlook.office365.com,F,-,-,F,C,-,-,-,-
1762166987.740536,CPcGg02r62Sz3OQk09,192.168.7.101,56856,52.110.6.165,443,-,-,-,recent.svc.cloud.microsoft,F,-,-,F,C,-,-,-,-
1762167010.979760,CIg6vvmi4RTSM7ozj,192.168.7.101,56864,52.123.129.14,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,-,ecs.office.com,T,-,-,T,CsiI,-,-,-,-
1762167015.851145,CjK03D13uvp95Q3Ama,192.168.7.101,62098,40.114.177.156,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,duckduckgo.com,F,-,-,T,CsiI,-,-,-,-
1762166929.284204,C5JXnS3viOK9mDJknf,192.168.7.101,55500,172.67.186.43,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,sample.cat,F,-,-,F,Csi,-,-,-,-
1762166618.120802,C2HizE6AeFPrkBMxi,192.168.7.101,64391,172.67.173.89,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,img.shields.io,F,-,-,F,Csi,-,-,-,-
1762167027.774475,CaijEt1JW0sCA4KoPg,192.168.7.101,57213,13.107.246.44,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,c.msn.com,F,-,-,T,CjiICs,-,-,-,-
1762167027.869242,CR8UfjcwTPDOS5wqj,192.168.7.101,52891,18.244.18.38,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,sb.scorecardresearch.com,T,-,-,T,CsiI,-,-,-,-
1762167027.906327,Cv671K3ycuf4I7XxF7,192.168.7.101,51781,204.79.197.219,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,r.msftstatic.com,T,-,-,T,CjiICs,-,-,-,-
1762167028.109574,CyY8Fz45g7zj3iQfj3,192.168.7.101,59789,184.51.252.50,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,r.bing.com,T,-,-,T,CsiI,-,-,-,-
1762167028.109574,CGbuJA4GqQoPIwPwXl,192.168.7.101,57228,184.51.252.50,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,r.bing.com,T,-,-,T,CsiI,-,-,-,-
1762167028.107322,CEbWY03r7tPlpOVjBi,192.168.7.101,50880,204.79.197.219,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,r.msftstatic.com,T,-,-,T,CjiICs,-,-,-,-
1762167027.896578,C5eRwd4a6MTUJCslc2,192.168.7.101,51778,20.189.173.7,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,browser.events.data.msn.com,F,-,-,T,CjiICs,-,-,-,-
1762167028.313925,Cwoa6v2ojyO0qJ2y14,192.168.7.101,64787,184.51.252.25,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,www.bing.com,T,-,-,T,CsiI,-,-,-,-
1762167029.690206,Csh8h61e7BBMfZzeW2,192.168.7.101,53706,2.19.205.33,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,ntp.msn.com,T,-,-,T,CsiI,-,-,-,-
1762167030.380005,Caivom413POlDTmnl,192.168.7.101,53150,2.23.167.98,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,T,-,-,T,CsiI,-,-,-,-
1762167030.381467,CkpMyr3HvKOOgh8ORb,192.168.7.101,55184,2.23.167.98,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,assets.msn.com,T,-,-,T,CsiI,-,-,-,-
1762167030.504323,CJlaAv3zrIDSdik1ri,192.168.7.101,56627,184.51.252.54,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,th.bing.com,T,-,-,T,CsiI,-,-,-,-
1762167030.565234,C1JqJZ3WwMnVGqnik4,192.168.7.101,52596,23.55.161.141,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,img-s-msn-com.akamaized.net,T,-,-,T,CsiI,-,-,-,-
1762167031.597176,CUjmWp3RrubIhymOD9,192.168.7.101,50366,35.83.84.96,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,-,m.stripe.com,T,-,h2,T,CsiI,-,-,-,-
1762167032.278125,Co2O7r3VQFcB20Cqda,192.168.7.101,65036,173.194.221.84,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,accounts.google.com,T,-,-,T,CsiI,-,-,-,-
1762167028.201907,C4H2ZU3o5ZebYgpHya,192.168.7.101,51977,20.189.173.7,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,browser.events.data.msn.com,F,-,-,F,Cji,-,-,-,-
1762167028.211541,CvO8GR3zbBH11C5Fae,192.168.7.101,65030,20.189.173.7,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,browser.events.data.msn.com,F,-,-,F,Cji,-,-,-,-
1762167028.215190,CRAfbt3W5gvfZPqIWg,192.168.7.101,57642,20.189.173.7,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,browser.events.data.msn.com,F,-,-,F,Cji,-,-,-,-
1762167033.959545,CA02Ap15xzCGaeRi72,192.168.7.101,49189,150.171.28.11,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,edge.microsoft.com,F,-,h2,T,CsxuknGIti,"e43edc79c7e04bfcfd8d0f3dfcacd3063ac61391e270d8c407b65f391be0006f,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T,ok
1762167034.997897,CRmNEktzyu5H8FFl6,192.168.7.101,64017,54.230.228.18,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-avatars.huggingface.co,T,-,-,T,CsiI,-,-,-,-
1762167035.626097,CiI1ux1nnJMMVqQor1,192.168.7.101,59583,173.194.222.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762167035.841989,CPyMMZ2WnbWAsxAm1d,192.168.7.101,57785,173.194.222.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762167035.896822,CgOPjh4o8aerQcPOxg,192.168.7.101,63062,65.9.86.47,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,de5282c3ca0c.edge.sdk.awswaf.com,T,-,-,T,CsiI,-,-,-,-
1762167036.941445,CIGJB14QwyxuIjAkw4,192.168.7.101,63956,194.124.205.65,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,s.deepl.com,F,-,-,T,CsiI,-,-,-,-
1762167039.195851,Cij1iy21hyDLc5TXD2,192.168.7.101,50647,40.114.178.124,443,TLSv13,TLS_AES_256_GCM_SHA384,X25519MLKEM768,staticcdn.duckduckgo.com,F,-,-,T,CsiI,-,-,-,-
1762167040.350673,CrhEGg2a6MwSWPeKqd,192.168.7.101,50700,4.209.164.61,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,telem-edge.smartscreen.microsoft.com,F,-,-,T,CsiI,-,-,-,-
1762167037.244226,CBHTej1ia5t5sd8Fbh,192.168.7.101,65144,194.124.205.65,443,TLSv13,TLS_AES_128_GCM_SHA256,x25519,s.deepl.com,F,-,-,F,Csi,-,-,-,-
1762167051.577717,CTJVTmnqxmheIsb07,192.168.7.101,49976,18.239.50.108,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-uploads.huggingface.co,F,-,-,T,CsiI,-,-,-,-
1762167051.580885,Cc2Pm1O833Y7VB5j7,192.168.7.101,55284,18.239.50.108,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-uploads.huggingface.co,F,-,-,T,CsiI,-,-,-,-
1762167051.884272,C79l8a1QcZGpj68sAc,192.168.7.101,60333,150.171.27.11,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,edge.microsoft.com,F,-,h2,T,CsxuknGIti,"e43edc79c7e04bfcfd8d0f3dfcacd3063ac61391e270d8c407b65f391be0006f,724247794951c93f3e41711617e95ce143263e3196c345a1da78f6639749ec03",(empty),T,ok
1762167051.578219,Cu3f5y4cTl0kRf0Ore,192.168.7.101,60751,18.239.50.108,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-uploads.huggingface.co,F,-,-,F,Csi,-,-,-,-
1762167080.223615,CKntaF1mCIFEhmxX9c,192.168.7.101,49328,54.230.228.18,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,cdn-avatars.huggingface.co,T,-,-,T,CsiI,-,-,-,-
1762167083.966487,CCR8Jb2uqqq4elPGk6,192.168.7.101,61828,64.233.162.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,ssl.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762167030.498701,C5ZOP04YJE2dVzX7gb,192.168.7.101,65015,150.171.28.12,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,api.msn.com,F,-,-,F,CjiICs,-,-,-,-
1762167030.236408,CEmjqS36hWuGZ9yJi,192.168.7.101,56146,150.171.27.10,443,TLSv13,TLS_AES_256_GCM_SHA384,secp384r1,c.bing.com,F,-,-,F,CjiICs,-,-,-,-
1762167109.500402,C7UkzB4LszinT1kLv9,192.168.7.101,60940,142.251.1.94,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,fonts.gstatic.com,T,-,-,T,CsiI,-,-,-,-
1762167110.069356,CFm2T94g3dI07rblq1,192.168.7.101,51825,199.232.192.193,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,i.imgur.com,F,-,h2,T,CsxuknGIti,"b29b235425048f9ec6bc8454208bab348cf17e8a57ad55f3c940c34e8be5306f,7fa4ff68ec04a99d7528d5085f94907f4d1dd1c5381bacdc832ed5c960214676,68b9c761219a5b1f0131784474665db61bbdb109e00f05ca9f74244ee5f5f52b",(empty),T,ok
1762167109.875352,CQfLCNmIBTRCGhIHl,192.168.7.101,54894,185.199.110.133,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,user-images.githubusercontent.com,F,-,-,T,CsiI,-,-,-,-
1762167111.105542,CnvgqIDV6nNoG7a2j,192.168.7.101,63083,172.64.151.134,443,TLSv13,TLS_AES_128_GCM_SHA256,X25519MLKEM768,experimentation.deepl.com,T,-,-,T,CsiI,-,-,-,-
1762167130.302604,CVZeOw4laJ4VUY8Tf6,192.168.7.101,51024,20.190.160.130,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,login.live.com,F,-,-,T,CsxuknGIi,"ffed0cab2b984110c0be73e3033e5b592d34096241ad5ed0ac0a0cf87048ecef,c1ad7778796d20bca65c889a2655021156528bb62ff5fa43e1b8e5a83e3d2eaa",(empty),T,ok
1762167131.939485,C9OtMr10G2kFauSyG7,192.168.7.101,58088,135.233.45.222,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp384r1,nw-umwatson.events.data.microsoft.com,F,-,-,T,CsxuknGIi,"f96f4f3a6795460966aa33bc648e6f141ff78753fdc2db462d59484fe282b8b3,9d1bc5d2dd75bf8b64f35e7f919e2546c225be888c1a8cbe82c0e9579234a7ed",(empty),T,ok
1762167138.659569,C4DH391eAURr0NIlu1,192.168.7.101,62604,13.107.246.44,443,TLSv13,TLS_AES_256_GCM_SHA384,secp256r1,c.msn.com,T,-,-,T,CjiICs,-,-,-,-
1762167138.950470,Ca5rVb1LSXpjRkyI6h,192.168.7.101,53842,184.51.252.53,443,TLSv13,TLS_AES_256_GCM_SHA384,x25519,r.bing.com,T,-,-,T,CsiI,-,-,-,-
